event_id,title,content,source,publish_time,url,crawl_time,version,duration_type,duration_score,subject_type,subject_score,predictability_type,predictability_score,industry_tag_lv1,industry_tag_lv2,industry_score,sentiment_polarity,sentiment_confidence,sentiment_score,impact_scope_type,impact_scope_score,event_score,event_score_breakdown
71eeae24b40baead4036377530691666,【第233号令】《私募投资基金信息披露监督管理办法》,该事件为监管机构发布的私募投资基金信息披露管理办法，属于政策类，影响金融行业基金管理板块，具有长期、板块级影响，对市场健康发展利好。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101953/c7616837/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,预披露型,85,金融,基金管理,90,1,1.00,75,板块级,80,83.81,"{""strength"": 89.5, ""impact_scope"": 80.0, ""heat"": 57.33, ""time_decay"": 99.57}"
671968334a66c9f5f79fd92f56b01e2b,关于发布《再融资业务若干问题解答》的通知,该通知发布再融资业务解答，属于政策类事件，对资本市场融资规则进行澄清，预计对金融行业及所有上市公司融资行为产生中期影响，提升市场确定性，属市场级利好。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100107/c1447189/content.shtml,2026-04-12T17:25:26+08:00,v1,中期型,80,政策类,90,半预期型,65,金融,资本市场服务,90,1,0.70,75,市场级,95,83.75,"{""strength"": 81.5, ""impact_scope"": 95.0, ""heat"": 55.94, ""time_decay"": 99.57}"
031493331cd0048c76bcb3dfadb82d07,防非宣传优秀作品：高收益高危险！几秒识别投资骗局,该事件为防非宣传，旨在提升投资者风险意识，对市场环境有长期积极影响，由监管机构主导，影响范围广。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c106299/c7604802/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,突发型,40,金融,投资者保护,90,1,0.90,75,市场级,95,83.70,"{""strength"": 80.5, ""impact_scope"": 95.0, ""heat"": 58.6, ""time_decay"": 99.57}"
0b554c274d4d0ae7d08c3f8e6f5c8d20,关于就《公开募集证券投资基金信息披露内容与格式准则第2号—定期报告的内容与格式（征求意见稿）》公开征求意见的通知,征求意见稿涉及公募基金信息披露准则，属于政策制定，对基金行业有长期结构性影响，提升透明度利好行业健康发展。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101981/c7612441/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,基金/资产管理,90,1,1.00,80,板块级,80,83.34,"{""strength"": 86.0, ""impact_scope"": 80.0, ""heat"": 64.66, ""time_decay"": 99.57}"
9aab0047dba6f7424fa275d5afc8cf61,《公开募集证券投资基金销售费用管理规定》公开征求意见的反馈情况,该事件为基金销售费用管理规定的政策反馈，属于政策类事件，对基金行业销售模式和盈利结构有长尾影响，影响范围为板块级。由于新闻未提供具体反馈内容，情绪判断为中性。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100114/c7617524/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,预披露型,85,金融,基金/财富管理,90,0,1.00,50,板块级,80,82.90,"{""strength"": 87.0, ""impact_scope"": 80.0, ""heat"": 58.74, ""time_decay"": 99.57}"
bdb21f38b55c41b9f124865e02ca6e9e,【第2号公告】《证券期货业信息系统密码技术应用指引》《证券期货业信息系统分类与代码》,该公告发布证券期货业信息系统密码技术应用指引，属于政策类事件，对金融行业的信息系统和网络安全板块有长期、板块级利好影响，且为官方发布，置信度高。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101954/c7608135/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,金融IT/网络安全,90,1,1.00,80,板块级,80,82.85,"{""strength"": 86.0, ""impact_scope"": 80.0, ""heat"": 61.4, ""time_decay"": 99.57}"
5214b9725ce917f4da24c3adef0790c2,《公开募集证券投资基金业绩比较基准指引》公开征求意见的反馈情况,政策类事件，涉及公募基金业绩基准指引，影响基金管理行业，具有长期性和板块级影响，标题中性无明确情绪。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100114/c7617528/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,预披露型,85,金融,基金管理,90,0,0.50,50,板块级,80,82.84,"{""strength"": 87.0, ""impact_scope"": 80.0, ""heat"": 58.38, ""time_decay"": 99.57}"
8a24a75682987f49bd33b1432334d5ee,《期货公司互联网营销管理暂行规定》公开征求意见的反馈情况,该事件是关于期货公司互联网营销管理规定的反馈，属于政策制定过程。影响期货行业整体，持续时间长，且是预披露的监管流程。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100114/c7585007/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,预披露型,85,金融,期货,90,0,0.50,50,板块级,80,82.74,"{""strength"": 87.0, ""impact_scope"": 80.0, ""heat"": 57.73, ""time_decay"": 99.57}"
601745edfd41247cbbe576e1360e96c4,【第5号公告】《公开募集证券投资基金信息披露内容与格式准则第2号—定期报告的内容与格式》,监管机构发布基金信息披露新准则，对公募基金行业产生长期、普遍的规范性影响，提升市场透明度。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101954/c7619929/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,基金,90,1,1.00,75,板块级,80,82.65,"{""strength"": 85.5, ""impact_scope"": 80.0, ""heat"": 61.56, ""time_decay"": 99.57}"
8b938c5b9ba22526ce9b6c84f1864865,《证券公司分类监管规定》公开征求意见的反馈情况,监管政策反馈，影响证券行业整体分类与运营，属政策类事件，影响持续且范围广。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100114/c7585006/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,预披露型,85,金融,证券,90,0,0.80,50,板块级,80,82.52,"{""strength"": 87.0, ""impact_scope"": 80.0, ""heat"": 56.21, ""time_decay"": 99.57}"
b8baf992d3437e080ae7646d43b28335,中国证监会发布《关于深化创业板改革 更好服务新质生产力发展的意见》,证监会发布创业板改革意见，支持新质生产力，属政策利好，影响广泛且深远，对相关高科技成长板块有长期积极作用。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7625370/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,科技,战略新兴产业,80,2,1.00,100,板块级,80,82.47,"{""strength"": 86.0, ""impact_scope"": 80.0, ""heat"": 58.91, ""time_decay"": 99.57}"
c0e2154a791ea8ca88b3fe003775da9e,【第3号公告】《公开募集证券投资基金业绩比较基准指引》,证监会发布基金业绩比较基准指引，属于政策类事件，对整个基金行业有长尾影响，提升透明度利好市场，影响范围为板块级。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101954/c7610812/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,基金/资产管理,90,1,1.00,80,板块级,80,82.25,"{""strength"": 86.0, ""impact_scope"": 80.0, ""heat"": 57.45, ""time_decay"": 99.57}"
5eb9dd0f718eb6173f148cd7baadcc4d,中国证监会印发《中国证监会关于推出商业不动产投资信托基金试点的公告》,证监会推出商业不动产REITs试点，是政策驱动的金融创新，对房地产和金融板块有长期利好影响，信息源权威。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7605669/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,房地产投资信托基金,85,1,1.00,80,板块级,80,82.06,"{""strength"": 85.0, ""impact_scope"": 80.0, ""heat"": 59.15, ""time_decay"": 99.57}"
088dd9dded302de91a317971935e5ae6,中国证监会发布《公开募集证券投资基金业绩比较基准指引》,证监会发布基金业绩基准指引，属于政策类事件，对基金行业有长尾影响。此举利好行业规范化，影响范围为基金板块，且可预测性为半预期型。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7610827/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,基金管理,90,1,1.00,75,板块级,80,82.04,"{""strength"": 85.5, ""impact_scope"": 80.0, ""heat"": 57.55, ""time_decay"": 99.57}"
2e32a464ca48d7d1a9a85e89f4ad60ea,会计师事务所从事证券服务业务合规手册（2023年）,该合规手册作为政策文件，对从事证券服务业务的会计师事务所形成长期、板块级影响，提升行业规范性，对市场整体偏利好。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c105942/c7432290/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,资本市场服务,90,1,1.00,75,板块级,80,81.95,"{""strength"": 85.5, ""impact_scope"": 80.0, ""heat"": 56.95, ""time_decay"": 99.57}"
41d8eb1a33ff627a7a35332814ee736b,【第229号令】《中国证监会派出机构监管职责规定》,证监会发布正式规定，属于政策类事件，对金融/证券行业有长尾影响，旨在规范市场，通常被视为利好，影响整个证券板块。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101953/c7552436/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,"证券监管, 资本市场",90,1,1.00,75,板块级,80,81.95,"{""strength"": 85.5, ""impact_scope"": 80.0, ""heat"": 56.95, ""time_decay"": 99.57}"
e38d80a25c37c830067b1d75a4b804cd,深度｜国内核药赛道大爆发！百万元治疗费用有望大幅下降从上游医用同位素的生产，到核药企业的研发和生产制备，再到下游临床应用，核药的整个产业链已经在逐渐完善：一方面打破了核素长期的供给瓶颈，另一方面也推进了诊疗一体化在临床的落地。 2小时前,事件描述国内核药赛道整体爆发，产业链完善，打破瓶颈并降低成本，预示行业长期向好趋势，影响范围为整个板块。,yicai_news,2026-04-12T17:25:26+08:00,https://www.yicai.com/news/103128755.html,2026-04-12T17:25:26+08:00,v1,长尾型,100,行业类,75,半预期型,65,医药,"核药,医用同位素",90,2,0.90,100,板块级,80,81.91,"{""strength"": 83.5, ""impact_scope"": 80.0, ""heat"": 62.65, ""time_decay"": 99.57}"
26f02c0db4aaf8970ffc9049eed956de,中国证监会发布《证券期货市场监督管理措施实施办法》,证监会发布监管新规，对整个证券期货市场产生长期、基础性影响，属于政策类事件，影响范围广，情绪中性。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7606032/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,突发型,40,金融,证券期货,85,0,1.00,50,市场级,95,81.87,"{""strength"": 77.0, ""impact_scope"": 95.0, ""heat"": 56.86, ""time_decay"": 99.57}"
17c6def3c46cb25e4ba07dc55f3c74f3,钢铁行业“反内卷”：建立产能治理新机制，挖潜新“钢需”严禁新增产能，开辟产能退出通道。 3小时前,该事件是针对钢铁行业的政策，旨在解决产能过剩问题，建立新机制并严禁新增产能，对整个行业具有长期结构性利好影响，属于板块级政策事件。,yicai_news,2026-04-12T17:25:26+08:00,https://www.yicai.com/news/103128743.html,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,周期,钢铁,95,1,0.90,75,板块级,80,81.78,"{""strength"": 86.5, ""impact_scope"": 80.0, ""heat"": 52.81, ""time_decay"": 99.57}"
70550822879a039d03cc4557cf68c6e1,中国证监会关于深化创业板改革 更好服务新质生产力发展的意见,证监会发布创业板改革意见，旨在服务新质生产力，是长期政策利好，影响创业板及相关战略新兴产业板块，具有高权威性和广泛影响。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7625372/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,科技,战略新兴产业,85,1,1.00,75,板块级,80,81.66,"{""strength"": 84.5, ""impact_scope"": 80.0, ""heat"": 58.0, ""time_decay"": 99.57}"
b4f691a94fb318d441941c409089dcb2,AI周报 | 微信公众号打击“非真人自动化创作”；DeepSeek界面升级OpenAI CEO奥尔特曼家差点被烧；Anthropic年化收入超300亿美元。 8小时前,AI周报包含Anthropic巨额收入和微信AI内容监管，前者极度利好AI板块，后者影响AI内容创作，整体对AI行业有长尾且板块级影响，但具体事件发生时间不可预测。,yicai_news,2026-04-12T17:25:26+08:00,https://www.yicai.com/news/103128642.html,2026-04-12T17:25:26+08:00,v1,长尾型,100,监管执法类,88,突发型,40,科技,人工智能/AI内容生成,95,2,0.90,100,板块级,80,81.62,"{""strength"": 83.4, ""impact_scope"": 80.0, ""heat"": 61.02, ""time_decay"": 99.57}"
f377343569c6186c6301d4b1e4a66944,中国证监会发布《私募投资基金信息披露监督管理办法》,证监会发布新规，属于政策类事件，对私募投资基金行业有长期、板块级影响，提升透明度，整体利好。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7616846/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,私募投资基金,85,1,1.00,75,板块级,80,81.48,"{""strength"": 84.5, ""impact_scope"": 80.0, ""heat"": 56.83, ""time_decay"": 99.57}"
a534cc16fe7b88263e6b66499167fb8f,发行监管问答——关于申请首发企业执行新收入准则相关事项的问答,监管发布IPO新收入准则问答，政策类，长尾影响资本市场IPO流程，提供确定性，情绪中性。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100107/c1447188/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,资本市场/IPO服务,90,0,1.00,50,板块级,80,80.99,"{""strength"": 83.0, ""impact_scope"": 80.0, ""heat"": 58.05, ""time_decay"": 99.57}"
e1850e62907ed0b230fba80c1908e54c,发行监管问答——关于引导规范上市公司融资行为的监管要求（修订版）,监管机构修订上市公司融资行为规范，属政策类事件，影响所有上市公司，对市场融资活动有长期、广泛的规范作用，短期情绪偏谨慎。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100107/c1447187/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,资本市场监管,50,-1,0.80,40,市场级,95,80.80,"{""strength"": 74.0, ""impact_scope"": 95.0, ""heat"": 58.75, ""time_decay"": 99.57}"
8988f9a74a435e70ab1058fbb2d1ddc1,AI进化速递丨汽车行业已在阿里云上使用超10万卡“真武”PPU研发智驾AI进化速递丨汽车行业已在阿里云上使用超10万卡“真武”PPU研发智驾 昨天 20:53,汽车行业大规模采用AI智驾技术，预示长期趋势和行业基本面重估，对相关科技和汽车智能化板块构成利好。,yicai_news,2026-04-12T17:25:26+08:00,https://www.yicai.com/news/103128579.html,2026-04-12T17:25:26+08:00,v1,长尾型,100,公司类,85,突发型,40,科技,智能驾驶,90,2,0.90,100,板块级,80,80.67,"{""strength"": 81.5, ""impact_scope"": 80.0, ""heat"": 60.36, ""time_decay"": 99.57}"
74836d710c8dc65733cc3a307ba0a28a,【第231号令】《证券期货市场监督管理措施实施办法》,证券期货市场新规，政策驱动，对金融行业（证券期货）有长尾影响，提高监管要求，短期情绪偏谨慎。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101953/c7606054/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,证券期货,95,-1,1.00,35,板块级,80,80.62,"{""strength"": 82.5, ""impact_scope"": 80.0, ""heat"": 57.08, ""time_decay"": 99.57}"
01c64d7bbd94888cae2bc92dc102d2ea,关于就《上市公司监督管理条例（公开征求意见稿）》公开征求意见的通知,上市公司监督管理条例征求意见稿，属政策类，对所有上市公司有长期、市场级利好影响，但具体内容和实施有不确定性。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c101981/c7599967/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,半预期型,65,金融,资本市场监管,30,1,1.00,75,市场级,95,80.60,"{""strength"": 73.5, ""impact_scope"": 95.0, ""heat"": 58.92, ""time_decay"": 99.57}"
4770507be1de631cb282fc6c02670570,证监会启动上市公司治理专项行动,证监会启动针对所有上市公司的政策行动，提升市场治理，对市场风险偏好有长期积极影响，属突发市场级利好。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7625364/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,政策类,90,突发型,40,跨行业,上市公司治理,50,2,1.00,100,市场级,95,80.59,"{""strength"": 75.0, ""impact_scope"": 95.0, ""heat"": 54.38, ""time_decay"": 99.57}"
d44a9bd0f88a904c701c75a8b6431733,中国证监会发布关于修改《证券期货行政执法当事人承诺制度实施规定》的决定,证监会发布行政执法规定修改，属于政策类事件，对证券期货市场有中期影响。此类监管细则调整通常旨在提升市场规范性，对市场整体情绪偏利好。影响范围覆盖整个证券期货板块。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100028/c7606003/content.shtml,2026-04-12T17:25:26+08:00,v1,中期型,80,政策类,90,半预期型,65,金融,证券/期货,90,1,0.80,75,板块级,80,80.58,"{""strength"": 81.5, ""impact_scope"": 80.0, ""heat"": 59.76, ""time_decay"": 99.57}"
a2dd6813722e17850c854c4f5bb09698,防非宣传优秀作品：拉进真相的距离,事件为防非宣传优秀作品发布，属政策类，利好市场环境和投资者信心，但直接市场影响为脉冲型。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c106299/c7604805/content.shtml,2026-04-12T17:25:26+08:00,v1,脉冲型,40,政策类,90,预披露型,85,金融,金融监管/投资者保护,75,1,0.90,75,市场级,95,80.39,"{""strength"": 74.5, ""impact_scope"": 95.0, ""heat"": 54.55, ""time_decay"": 99.57}"
99488f5bed09c1b9096750fb44256340,2023年度证券资产评估分析报告,标题表明是年度证券资产评估报告，通常为预披露的行业性分析，影响金融板块，并对基本面预期有长尾影响，内容中性。,csrc_news,2026-04-12T17:25:26+08:00,https://www.csrc.gov.cn/csrc/c100040/c7500705/content.shtml,2026-04-12T17:25:26+08:00,v1,长尾型,100,行业类,75,预披露型,85,金融,证券,90,0,0.90,50,板块级,80,80.26,"{""strength"": 82.5, ""impact_scope"": 80.0, ""heat"": 54.67, ""time_decay"": 99.57}"
